X,Y,id,OBJECTID,xcoord,ycoord
1957370.1765355,552283.837486794,"19",,1957370.1765355,552283.837486794
1962505.55661111,540895.665153682,"0",,1962505.55661111,540895.665153682
1962508.75156471,540887.698279495,"1",,1962508.75156471,540887.698279495
1962526.13053942,540856.525721284,"2",,1962526.13053942,540856.525721284
1962524.41340692,540861.623091572,"3",,1962524.41340692,540861.623091572
1962501.18658606,540876.303440456,"4",,1962501.18658606,540876.303440456
1962514.88543541,540885.332524007,"5",,1962514.88543541,540885.332524007
1962528.73512445,540850.676907061,"6",,1962528.73512445,540850.676907061
1962520.203433,540861.739201728,"7",,1962520.203433,540861.739201728
1962498.58656215,540885.282624473,"8",,1962498.58656215,540885.282624473
1962509.23314565,540856.418305227,"9",,1962509.23314565,540856.418305227
1962508.49137769,540899.503100047,"10",,1962508.49137769,540899.503100047
1962498.18398755,540893.331534438,"11",,1962498.18398755,540893.331534438
1962515.22484946,540857.772541328,"12",,1962515.22484946,540857.772541328
1962519.84379136,540870.722328488,"13",,1962519.84379136,540870.722328488
1962512.82367109,540887.667729517,"14",,1962512.82367109,540887.667729517
1962505.78264066,540865.054220801,"15",,1962505.78264066,540865.054220801
1962516.72065352,540868.26397044,"16",,1962516.72065352,540868.26397044
1962506.84553472,540860.26150564,"17",,1962506.84553472,540860.26150564
1962523.4717614,540857.48862678,"18",,1962523.4717614,540857.48862678
1962497.88457984,540887.221656121,"19",,1962497.88457984,540887.221656121
1962584.68833082,540660.755801466,"0",,1962584.68833082,540660.755801466
1962589.8541685,540670.807287133,"1",,1962589.8541685,540670.807287133
1962598.6298135,540665.231622245,"2",,1962598.6298135,540665.231622245
1962593.80071217,540662.087043757,"3",,1962593.80071217,540662.087043757
1962583.07812815,540663.958507982,"4",,1962583.07812815,540663.958507982
1962592.49742054,540671.014261938,"5",,1962592.49742054,540671.014261938
1962601.82844669,540652.58156202,"6",,1962601.82844669,540652.58156202
1962587.64928385,540649.173246109,"7",,1962587.64928385,540649.173246109
1962607.61983683,540643.639046255,"8",,1962607.61983683,540643.639046255
1962595.50009372,540645.399790177,"9",,1962595.50009372,540645.399790177
1962593.42415004,540630.013155323,"10",,1962593.42415004,540630.013155323
1962597.38947064,540670.341126462,"11",,1962597.38947064,540670.341126462
1962578.48789936,540666.635518398,"12",,1962578.48789936,540666.635518398
1962591.52968602,540673.655912493,"13",,1962591.52968602,540673.655912493
1962600.47680189,540658.424987935,"14",,1962600.47680189,540658.424987935
1962598.95457576,540641.980639725,"15",,1962598.95457576,540641.980639725
1962608.47920808,540639.243002976,"16",,1962608.47920808,540639.243002976
1962600.67400162,540637.204227942,"17",,1962600.67400162,540637.204227942
1962588.76138616,540665.133698782,"18",,1962588.76138616,540665.133698782
1962595.58205747,540674.318590734,"19",,1962595.58205747,540674.318590734
1959807.82019325,547278.502102751,"0",,1959807.82019325,547278.502102751
1959811.75902605,547299.49238354,"1",,1959811.75902605,547299.49238354
1959813.1010282,547269.142424384,"2",,1959813.1010282,547269.142424384
1959815.13537711,547279.586079823,"3",,1959815.13537711,547279.586079823
1959803.36444055,547287.43427153,"4",,1959803.36444055,547287.43427153
1959808.39755959,547273.705052139,"5",,1959808.39755959,547273.705052139
1959817.48741473,547269.543792343,"6",,1959817.48741473,547269.543792343
1959806.41617004,547294.037945504,"7",,1959806.41617004,547294.037945504
1959810.24309839,547270.343289108,"8",,1959810.24309839,547270.343289108
1959810.9929841,547287.482575613,"9",,1959810.9929841,547287.482575613
1959819.00951855,547277.721650219,"10",,1959819.00951855,547277.721650219
1959817.01402062,547284.493652607,"11",,1959817.01402062,547284.493652607
1959813.85406018,547290.313135883,"12",,1959813.85406018,547290.313135883
1959814.38225702,547277.429960709,"13",,1959814.38225702,547277.429960709
1959806.42719702,547281.661232898,"14",,1959806.42719702,547281.661232898
1959819.76761809,547275.225928357,"15",,1959819.76761809,547275.225928357
1959804.59416163,547284.222989585,"16",,1959804.59416163,547284.222989585
1959820.44510969,547265.487582089,"17",,1959820.44510969,547265.487582089
1959815.59350256,547272.695629418,"18",,1959815.59350256,547272.695629418
1959810.91749985,547295.781685788,"19",,1959810.91749985,547295.781685788
1962560.14398987,540734.555049638,"0",,1962560.14398987,540734.555049638
1962563.91846519,540720.445917102,"1",,1962563.91846519,540720.445917102
1962561.291098,540725.350219339,"2",,1962561.291098,540725.350219339
1962571.1587142,540701.495127633,"3",,1962571.1587142,540701.495127633
1962563.42219477,540704.451011293,"4",,1962563.42219477,540704.451011293
1962572.5725125,540687.571643643,"5",,1962572.5725125,540687.571643643
1962580.86007176,540676.411235095,"6",,1962580.86007176,540676.411235095
1962577.34528488,540690.187872397,"7",,1962577.34528488,540690.187872397
1962577.1953738,540682.668139362,"8",,1962577.1953738,540682.668139362
1962562.61002143,540734.662480284,"9",,1962562.61002143,540734.662480284
1962569.83326762,540685.55911902,"10",,1962569.83326762,540685.55911902
1962576.23917754,540679.432492184,"11",,1962576.23917754,540679.432492184
1962567.80645848,540720.476171203,"12",,1962567.80645848,540720.476171203
1962575.8409042,540697.34562251,"13",,1962575.8409042,540697.34562251
1962561.188552,540711.853599175,"14",,1962561.188552,540711.853599175
1962564.36577564,540727.303340695,"15",,1962564.36577564,540727.303340695
1962572.54993371,540675.626256831,"16",,1962572.54993371,540675.626256831
1962572.87120786,540679.539785236,"17",,1962572.87120786,540679.539785236
1962577.22692317,540674.931509139,"18",,1962577.22692317,540674.931509139
1962557.00882165,540733.434798223,"19",,1962557.00882165,540733.434798223
1958884.33265926,549527.383987496,"0",,1958884.33265926,549527.383987496
1958886.00181764,549508.388452458,"1",,1958886.00181764,549508.388452458
1958881.0020985,549526.913440995,"2",,1958881.0020985,549526.913440995
1958899.54808411,549497.122269862,"3",,1958899.54808411,549497.122269862
1958904.32232496,549488.410135288,"4",,1958904.32232496,549488.410135288
1958882.1797061,549516.403741245,"5",,1958882.1797061,549516.403741245
1958899.85793741,549508.388209842,"6",,1958899.85793741,549508.388209842
1958886.40508124,549528.820714379,"7",,1958886.40508124,549528.820714379
1958886.63222076,549503.968069708,"8",,1958886.63222076,549503.968069708
1958894.95617265,549493.363322751,"9",,1958894.95617265,549493.363322751
1958892.20118859,549506.189874169,"10",,1958892.20118859,549506.189874169
1958903.70196651,549497.445646601,"11",,1958903.70196651,549497.445646601
1958880.36365537,549535.678890685,"12",,1958880.36365537,549535.678890685
1958891.95891109,549503.419574621,"13",,1958891.95891109,549503.419574621
1958896.22642764,549502.239673499,"14",,1958896.22642764,549502.239673499
1958904.74984668,549501.5943643,"15",,1958904.74984668,549501.5943643
1958879.10188826,549524.122599469,"16",,1958879.10188826,549524.122599469
1958873.42812975,549527.28219908,"17",,1958873.42812975,549527.28219908
1958879.85951932,549517.681203563,"18",,1958879.85951932,549517.681203563
1958875.61962839,549517.726987891,"19",,1958875.61962839,549517.726987891
1952695.28539389,557996.954762812,"0",,1952695.28539389,557996.954762812
1952682.53248715,557998.570190191,"1",,1952682.53248715,557998.570190191
1952684.37326117,557993.740955245,"2",,1952684.37326117,557993.740955245
1952674.26182279,557993.513194835,"3",,1952674.26182279,557993.513194835
1952682.81653709,557986.115077466,"4",,1952682.81653709,557986.115077466
1952671.27840635,558000.601985579,"5",,1952671.27840635,558000.601985579
1952669.29060268,558003.188562502,"6",,1952669.29060268,558003.188562502
1952688.18172148,557996.857958721,"7",,1952688.18172148,557996.857958721
1952688.42865523,558010.815023254,"8",,1952688.42865523,558010.815023254
1952679.56537688,558008.852398785,"9",,1952679.56537688,558008.852398785
1952673.16188607,558003.004261505,"10",,1952673.16188607,558003.004261505
1952678.62467179,558021.042925277,"11",,1952678.62467179,558021.042925277
1952695.7443924,557994.572832885,"12",,1952695.7443924,557994.572832885
1952688.71276089,558008.527732895,"13",,1952688.71276089,558008.527732895
1952685.65822912,558008.070873781,"14",,1952685.65822912,558008.070873781
1952682.67133509,558009.305401922,"15",,1952682.67133509,558009.305401922
1952677.53163837,558016.20875705,"16",,1952677.53163837,558016.20875705
1952668.83705131,558005.715419739,"17",,1952668.83705131,558005.715419739
1952698.84909161,557991.486072474,"18",,1952698.84909161,557991.486072474
1952665.45195794,558003.596744173,"19",,1952665.45195794,558003.596744173
1923001.63895526,558357.462537611,"0",,1923001.63895526,558357.462537611
1922995.31077248,558373.917481759,"1",,1922995.31077248,558373.917481759
1923021.9111776,558346.152444026,"2",,1923021.9111776,558346.152444026
1923013.74284281,558341.28772436,"3",,1923013.74284281,558341.28772436
1923007.24377057,558345.687483113,"4",,1923007.24377057,558345.687483113
1923012.35890646,558358.98478037,"5",,1923012.35890646,558358.98478037
1923005.92560498,558359.789767392,"6",,1923005.92560498,558359.789767392
1923026.2959748,558347.404358017,"7",,1923026.2959748,558347.404358017
1923008.6660097,558355.12083583,"8",,1923008.6660097,558355.12083583
1923020.20603983,558352.522218077,"9",,1923020.20603983,558352.522218077
1923007.9061501,558369.39237716,"10",,1923007.9061501,558369.39237716
1923018.63432117,558354.754553919,"11",,1923018.63432117,558354.754553919
1923009.70787947,558357.803928355,"12",,1923009.70787947,558357.803928355
1923004.71397919,558348.077720845,"13",,1923004.71397919,558348.077720845
1922993.87263488,558359.068514312,"14",,1922993.87263488,558359.068514312
1922992.26955805,558368.605733632,"15",,1922992.26955805,558368.605733632
1923014.63403264,558358.86555641,"16",,1923014.63403264,558358.86555641
1923010.93070121,558339.709448072,"17",,1923010.93070121,558339.709448072
1922998.14735001,558368.764966078,"18",,1922998.14735001,558368.764966078
1922995.69493892,558366.063298475,"19",,1922995.69493892,558366.063298475
2010639.28855284,510540.962562772,"0",,2010639.28855284,510540.962562772
2010656.32088468,510540.36638769,"1",,2010656.32088468,510540.36638769
2010650.65572226,510546.506801341,"2",,2010650.65572226,510546.506801341
2010650.74829894,510543.412462404,"3",,2010650.74829894,510543.412462404
2010648.85144686,510537.932222956,"4",,2010648.85144686,510537.932222956
2010644.92342357,510545.959900648,"5",,2010644.92342357,510545.959900648
2010639.1377885,510536.146007456,"6",,2010639.1377885,510536.146007456
2010652.65695466,510540.528919496,"7",,2010652.65695466,510540.528919496
2010629.98596624,510542.893064949,"8",,2010629.98596624,510542.893064949
2010641.80434605,510531.428883147,"9",,2010641.80434605,510531.428883147
2010636.95141037,510534.118773054,"10",,2010636.95141037,510534.118773054
2010644.6679587,510530.0252527,"11",,2010644.6679587,510530.0252527
2010652.80079201,510543.805730072,"12",,2010652.80079201,510543.805730072
2010643.19254995,510547.040276548,"13",,2010643.19254995,510547.040276548
2010635.14412625,510542.346994024,"14",,2010635.14412625,510542.346994024
2010642.25325087,510538.147338547,"15",,2010642.25325087,510538.147338547
2010646.12269874,510548.323944449,"16",,2010646.12269874,510548.323944449
2010638.47184099,510549.488505279,"17",,2010638.47184099,510549.488505279
2010648.71303478,510531.295122201,"18",,2010648.71303478,510531.295122201
2010641.19576715,510545.297105837,"19",,2010641.19576715,510545.297105837
1994822.60055777,522564.708013017,"0",,1994822.60055777,522564.708013017
1994819.07648143,522566.774951615,"1",,1994819.07648143,522566.774951615
1994823.69667505,522560.416237023,"2",,1994823.69667505,522560.416237023
1994813.77888453,522563.352667498,"3",,1994813.77888453,522563.352667498
1994813.02850074,522566.118870847,"4",,1994813.02850074,522566.118870847
1994813.8076557,522570.315971531,"5",,1994813.8076557,522570.315971531
1994820.00113325,522556.578481021,"6",,1994820.00113325,522556.578481021
1994805.70612239,522571.620674155,"7",,1994805.70612239,522571.620674155
1994811.52193414,522572.882755838,"8",,1994811.52193414,522572.882755838
1994819.95212349,522558.660943378,"9",,1994819.95212349,522558.660943378
1994807.81805481,522572.574483302,"10",,1994807.81805481,522572.574483302
1994815.65597251,522568.095773208,"11",,1994815.65597251,522568.095773208
1994810.02513184,522574.835478633,"12",,1994810.02513184,522574.835478633
1994818.3489069,522564.486359279,"13",,1994818.3489069,522564.486359279
1994821.25788308,522560.351100946,"14",,1994821.25788308,522560.351100946
1994815.75038571,522560.522078605,"15",,1994815.75038571,522560.522078605
1994816.94942699,522562.211564862,"16",,1994816.94942699,522562.211564862
1994815.56980484,522564.377929173,"17",,1994815.56980484,522564.377929173
1994819.42847164,522562.451366841,"18",,1994819.42847164,522562.451366841
1994809.0812353,522569.353769169,"19",,1994809.0812353,522569.353769169
1992470.36380834,524938.647916251,"0",,1992470.36380834,524938.647916251
1992468.63016466,524937.194146901,"1",,1992468.63016466,524937.194146901
1992473.81994226,524936.355940518,"2",,1992473.81994226,524936.355940518
1992473.66123377,524944.212044618,"3",,1992473.66123377,524944.212044618
1992464.68716878,524940.45603825,"4",,1992464.68716878,524940.45603825
1992474.09313139,524939.109384972,"5",,1992474.09313139,524939.109384972
1992473.63862082,524941.711384575,"6",,1992473.63862082,524941.711384575
1992471.11417389,524946.159658751,"7",,1992471.11417389,524946.159658751
1992467.03158985,524939.807332942,"8",,1992467.03158985,524939.807332942
1992469.93588004,524932.567433324,"9",,1992469.93588004,524932.567433324
1992467.23391803,524944.061207735,"10",,1992467.23391803,524944.061207735
1992466.12284824,524937.988425748,"11",,1992466.12284824,524937.988425748
1992477.34732044,524941.585950051,"12",,1992477.34732044,524941.585950051
1992470.22626463,524942.402881828,"13",,1992470.22626463,524942.402881828
1992471.076223,524935.502829824,"14",,1992471.076223,524935.502829824
1992471.41414393,524940.414118,"15",,1992471.41414393,524940.414118
1992472.54321468,524947.59470827,"16",,1992472.54321468,524947.59470827
1992466.8760219,524935.579298856,"17",,1992466.8760219,524935.579298856
1992475.62731112,524942.688286503,"18",,1992475.62731112,524942.688286503
1992465.39232424,524943.04598882,"19",,1992465.39232424,524943.04598882
2037683.1229627,487456.638608925,"0",,2037683.1229627,487456.638608925
2037680.86083407,487460.255051929,"1",,2037680.86083407,487460.255051929
2037674.01032455,487482.070827699,"2",,2037674.01032455,487482.070827699
2037673.51483599,487484.50283094,"3",,2037673.51483599,487484.50283094
2037697.76750274,487446.5266431,"4",,2037697.76750274,487446.5266431
2037673.77249604,487474.560851225,"5",,2037673.77249604,487474.560851225
2037677.83636852,487459.920460046,"6",,2037677.83636852,487459.920460046
2037667.27059272,487468.521938117,"7",,2037667.27059272,487468.521938117
2037692.1271482,487449.165476322,"8",,2037692.1271482,487449.165476322
2037681.49158324,487467.225166227,"9",,2037681.49158324,487467.225166227
2037668.69908085,487485.80544122,"10",,2037668.69908085,487485.80544122
2037672.37190553,487479.463719272,"11",,2037672.37190553,487479.463719272
2037691.65499075,487462.787599456,"12",,2037691.65499075,487462.787599456
2037663.95735212,487493.563936601,"13",,2037663.95735212,487493.563936601
2037687.27207155,487463.855344847,"14",,2037687.27207155,487463.855344847
2037695.25492611,487452.595424075,"15",,2037695.25492611,487452.595424075
2037679.53942785,487484.625030289,"16",,2037679.53942785,487484.625030289
2037696.15047811,487467.685429506,"17",,2037696.15047811,487467.685429506
2037689.78768215,487451.003015154,"18",,2037689.78768215,487451.003015154
2037680.28026979,487457.389260596,"19",,2037680.28026979,487457.389260596
2013253.20383495,509154.171126485,"0",,2013253.20383495,509154.171126485
2013244.50087291,509159.596052768,"1",,2013244.50087291,509159.596052768
2013261.40282777,509149.673219159,"2",,2013261.40282777,509149.673219159
2013277.89739397,509149.354196364,"3",,2013277.89739397,509149.354196364
2013249.9419091,509159.906676709,"4",,2013249.9419091,509159.906676709
2013265.91190408,509140.911350796,"5",,2013265.91190408,509140.911350796
2013266.43825654,509147.453473828,"6",,2013266.43825654,509147.453473828
2013249.59720027,509162.39450665,"7",,2013249.59720027,509162.39450665
2013252.51373474,509146.561778686,"8",,2013252.51373474,509146.561778686
2013260.54970539,509155.150770493,"9",,2013260.54970539,509155.150770493
2013269.18734198,509145.964763942,"10",,2013269.18734198,509145.964763942
2013247.0795677,509157.381342106,"11",,2013247.0795677,509157.381342106
2013265.39430132,509152.408184185,"12",,2013265.39430132,509152.408184185
2013250.02612246,509150.946497983,"13",,2013250.02612246,509150.946497983
2013252.68018224,509161.565925383,"14",,2013252.68018224,509161.565925383
2013254.18482048,509149.573950854,"15",,2013254.18482048,509149.573950854
2013248.51420343,509153.671340451,"16",,2013248.51420343,509153.671340451
2013268.53029583,509136.995098265,"17",,2013268.53029583,509136.995098265
2013261.64545765,509138.771204237,"18",,2013261.64545765,509138.771204237
2013261.15136462,509157.438426847,"19",,2013261.15136462,509157.438426847
2013242.04845189,509163.305106908,"0",,2013242.04845189,509163.305106908
2013240.44116512,509149.926209002,"1",,2013240.44116512,509149.926209002
2013231.25768026,509144.806451137,"2",,2013231.25768026,509144.806451137
2013231.06344511,509147.581040431,"3",,2013231.06344511,509147.581040431
2013227.33641489,509165.547459955,"4",,2013227.33641489,509165.547459955
2013218.85734038,509167.721218398,"5",,2013218.85734038,509167.721218398
2013252.38529933,509147.790656411,"6",,2013252.38529933,509147.790656411
2013230.95630478,509166.468145626,"7",,2013230.95630478,509166.468145626
2013215.29316533,509160.444546351,"8",,2013215.29316533,509160.444546351
2013236.21072307,509147.252216664,"9",,2013236.21072307,509147.252216664
2013219.43412399,509163.781274272,"10",,2013219.43412399,509163.781274272
2013249.4903161,509161.94485423,"11",,2013249.4903161,509161.94485423
2013234.26094087,509164.913166297,"12",,2013234.26094087,509164.913166297
2013257.16814282,509154.331862214,"13",,2013257.16814282,509154.331862214
2013237.54418675,509153.663020326,"14",,2013237.54418675,509153.663020326
2013223.23780452,509153.776894329,"15",,2013223.23780452,509153.776894329
2013218.37872314,509159.90643546,"16",,2013218.37872314,509159.90643546
2013228.55545387,509168.747421155,"17",,2013228.55545387,509168.747421155
2013226.89221798,509163.012397411,"18",,2013226.89221798,509163.012397411
2013220.98067034,509168.316966793,"19",,2013220.98067034,509168.316966793
2025503.1637628,497997.652493784,"0",,2025503.1637628,497997.652493784
2025521.84798157,498001.14931518,"1",,2025521.84798157,498001.14931518
2025513.44382733,497994.579086527,"2",,2025513.44382733,497994.579086527
2025500.03666778,498027.850211847,"3",,2025500.03666778,498027.850211847
2025499.82933263,497995.452775895,"4",,2025499.82933263,497995.452775895
2025500.39042355,498020.002215597,"5",,2025500.39042355,498020.002215597
2025501.09860095,497998.957491381,"6",,2025501.09860095,497998.957491381
2025516.7072477,498020.17007869,"7",,2025516.7072477,498020.17007869
2025518.557186,498000.600840545,"8",,2025518.557186,498000.600840545
2025497.47017719,498022.086119852,"9",,2025497.47017719,498022.086119852
2025510.73807217,498001.354164862,"10",,2025510.73807217,498001.354164862
2025517.06298731,498008.608786407,"11",,2025517.06298731,498008.608786407
2025502.96484882,498004.099676311,"12",,2025502.96484882,498004.099676311
2025511.46263118,498006.051933159,"13",,2025511.46263118,498006.051933159
2025507.42817051,498032.977636237,"14",,2025507.42817051,498032.977636237
2025498.21223478,498006.634179412,"15",,2025498.21223478,498006.634179412
2025508.35747423,498012.598668269,"16",,2025508.35747423,498012.598668269
2025497.47814719,498014.337493377,"17",,2025497.47814719,498014.337493377
2025513.29631977,498017.070579648,"18",,2025513.29631977,498017.070579648
2025512.07917774,497996.694896649,"19",,2025512.07917774,497996.694896649
2025407.49555971,498134.270429933,"0",,2025407.49555971,498134.270429933
2025431.54159633,498109.623592458,"1",,2025431.54159633,498109.623592458
2025379.33036518,498145.331973863,"2",,2025379.33036518,498145.331973863
2025408.47369623,498127.415756756,"3",,2025408.47369623,498127.415756756
2025419.74891282,498120.19093763,"4",,2025419.74891282,498120.19093763
2025415.36316899,498131.931968784,"5",,2025415.36316899,498131.931968784
2025387.11378928,498141.429019928,"6",,2025387.11378928,498141.429019928
2025400.0120628,498136.824997142,"7",,2025400.0120628,498136.824997142
2025411.18009624,498148.290597009,"8",,2025411.18009624,498148.290597009
2025403.62584613,498150.090755613,"9",,2025403.62584613,498150.090755613
2025418.42356887,498108.191046713,"10",,2025418.42356887,498108.191046713
2025435.08747022,498094.484956917,"11",,2025435.08747022,498094.484956917
2025374.19563874,498151.853607021,"12",,2025374.19563874,498151.853607021
2025427.79806552,498132.540514205,"13",,2025427.79806552,498132.540514205
2025411.70810572,498121.508420411,"14",,2025411.70810572,498121.508420411
2025413.90463957,498143.500880192,"15",,2025413.90463957,498143.500880192
2025439.68579903,498111.040115934,"16",,2025439.68579903,498111.040115934
2025392.76813037,498156.637203345,"17",,2025392.76813037,498156.637203345
2025440.25225209,498106.616559665,"18",,2025440.25225209,498106.616559665
2025423.08323738,498108.603417239,"19",,2025423.08323738,498108.603417239
2037678.22520435,487488.870265869,"0",,2037678.22520435,487488.870265869
2037682.24276858,487483.922958986,"1",,2037682.24276858,487483.922958986
2037676.59151638,487473.968668183,"2",,2037676.59151638,487473.968668183
2037667.09769108,487472.976763855,"3",,2037667.09769108,487472.976763855
2037681.17125446,487471.583932734,"4",,2037681.17125446,487471.583932734
2037689.08051686,487479.041732601,"5",,2037689.08051686,487479.041732601
2037659.9102905,487487.680583764,"6",,2037659.9102905,487487.680583764
2037682.67672085,487480.090646973,"7",,2037682.67672085,487480.090646973
2037651.4156817,487489.111304581,"8",,2037651.4156817,487489.111304581
2037685.30702486,487474.197277589,"9",,2037685.30702486,487474.197277589
2037677.88557781,487484.059805871,"10",,2037677.88557781,487484.059805871
2037674.95141102,487484.390235931,"11",,2037674.95141102,487484.390235931
2037657.95180344,487489.767086643,"12",,2037657.95180344,487489.767086643
2037677.47786179,487468.641662511,"13",,2037677.47786179,487468.641662511
2037676.85870391,487480.870802817,"14",,2037676.85870391,487480.870802817
2037655.59632139,487496.906567869,"15",,2037655.59632139,487496.906567869
2037673.10404888,487470.550990074,"16",,2037673.10404888,487470.550990074
2037663.01419957,487491.232667662,"17",,2037663.01419957,487491.232667662
2037665.968765,487478.653790364,"18",,2037665.968765,487478.653790364
2037673.20022748,487482.226354361,"19",,2037673.20022748,487482.226354361
1923019.01373199,558326.12046235,"0",,1923019.01373199,558326.12046235
1922988.49140507,558358.958552,"1",,1922988.49140507,558358.958552
1923004.51863148,558355.78329021,"2",,1923004.51863148,558355.78329021
1922983.06175303,558348.057976705,"3",,1922983.06175303,558348.057976705
1923007.00736937,558334.678702745,"4",,1923007.00736937,558334.678702745
1922999.1161949,558341.482864714,"5",,1922999.1161949,558341.482864714
1923015.50212508,558344.778369825,"6",,1923015.50212508,558344.778369825
1923032.36500377,558315.486956648,"7",,1923032.36500377,558315.486956648
1923025.50707332,558312.455733894,"8",,1923025.50707332,558312.455733894
1923003.18145844,558328.194849006,"9",,1923003.18145844,558328.194849006
1922998.42568218,558359.322166377,"10",,1922998.42568218,558359.322166377
1923022.13279129,558341.709273477,"11",,1923022.13279129,558341.709273477
1922998.19664151,558365.172039297,"12",,1922998.19664151,558365.172039297
1923014.86187877,558340.742047537,"13",,1923014.86187877,558340.742047537
1922990.42594802,558343.620813308,"14",,1922990.42594802,558343.620813308
1923004.51686816,558361.541280962,"15",,1923004.51686816,558361.541280962
1923019.48822001,558340.326296539,"16",,1923019.48822001,558340.326296539
1923009.37144078,558322.022971555,"17",,1923009.37144078,558322.022971555
1923006.02126587,558359.916644083,"18",,1923006.02126587,558359.916644083
1923015.81025454,558328.865162286,"19",,1923015.81025454,558328.865162286
1937154.38433248,559235.15718933,"0",,1937154.38433248,559235.15718933
1937170.03190692,559231.572276705,"1",,1937170.03190692,559231.572276705
1937145.69766644,559231.807077484,"2",,1937145.69766644,559231.807077484
1937144.32246825,559241.492508364,"3",,1937144.32246825,559241.492508364
1937149.19389589,559233.304523838,"4",,1937149.19389589,559233.304523838
1937151.16352669,559249.333015982,"5",,1937151.16352669,559249.333015982
1937171.69091327,559240.954776834,"6",,1937171.69091327,559240.954776834
1937157.73778658,559235.913325935,"7",,1937157.73778658,559235.913325935
1937155.35729609,559230.032750519,"8",,1937155.35729609,559230.032750519
1937150.24633763,559225.50129723,"9",,1937150.24633763,559225.50129723
1937141.15169181,559225.990522704,"10",,1937141.15169181,559225.990522704
1937175.08450911,559236.198934938,"11",,1937175.08450911,559236.198934938
1937152.20094541,559236.764928866,"12",,1937152.20094541,559236.764928866
1937179.64577317,559232.121208715,"13",,1937179.64577317,559232.121208715
1937142.84252707,559231.42711164,"14",,1937142.84252707,559231.42711164
1937152.39274552,559242.295362499,"15",,1937152.39274552,559242.295362499
1937166.69525262,559247.166853859,"16",,1937166.69525262,559247.166853859
1937142.26991173,559240.37420737,"17",,1937142.26991173,559240.37420737
1937157.93335853,559240.838516816,"18",,1937157.93335853,559240.838516816
1937149.67252397,559228.20591775,"19",,1937149.67252397,559228.20591775
1952671.62153382,558016.363033468,"0",,1952671.62153382,558016.363033468
1952683.59181926,557990.982826842,"1",,1952683.59181926,557990.982826842
1952682.19315168,557994.159500237,"2",,1952682.19315168,557994.159500237
1952681.9521928,558000.776410813,"3",,1952681.9521928,558000.776410813
1952693.08313778,557995.303917459,"4",,1952693.08313778,557995.303917459
1952694.18301549,558002.357267977,"5",,1952694.18301549,558002.357267977
1952696.08841703,558007.793938343,"6",,1952696.08841703,558007.793938343
1952682.86136532,558017.287685245,"7",,1952682.86136532,558017.287685245
1952698.50505402,558000.454230957,"8",,1952698.50505402,558000.454230957
1952701.96593222,558002.66549551,"9",,1952701.96593222,558002.66549551
1952692.86351889,558008.439705256,"10",,1952692.86351889,558008.439705256
1952688.15152699,558014.50724292,"11",,1952688.15152699,558014.50724292
1952675.87405875,558010.309833024,"12",,1952675.87405875,558010.309833024
1952685.71170892,557994.81645432,"13",,1952685.71170892,557994.81645432
1952697.69863685,558009.56958708,"14",,1952697.69863685,558009.56958708
1952682.41118272,558005.035591949,"15",,1952682.41118272,558005.035591949
1952678.45965436,558010.358882715,"16",,1952678.45965436,558010.358882715
1952687.69129716,558004.763129283,"17",,1952687.69129716,558004.763129283
1952693.00729443,558012.242500894,"18",,1952693.00729443,558012.242500894
1952683.4764634,558010.18095579,"19",,1952683.4764634,558010.18095579
1958892.8641477,549513.56204397,"0",,1958892.8641477,549513.56204397
1958897.29616701,549528.803992078,"1",,1958897.29616701,549528.803992078
1958897.86960646,549490.224577825,"2",,1958897.86960646,549490.224577825
1958872.07664069,549557.840573088,"3",,1958872.07664069,549557.840573088
1958881.55333259,549555.585740766,"4",,1958881.55333259,549555.585740766
1958904.80112927,549502.160467452,"5",,1958904.80112927,549502.160467452
1958906.23620728,549496.021375325,"6",,1958906.23620728,549496.021375325
1958889.77508013,549508.312076057,"7",,1958889.77508013,549508.312076057
1958896.22848495,549524.703667521,"8",,1958896.22848495,549524.703667521
1958885.43408797,549513.134176031,"9",,1958885.43408797,549513.134176031
1958882.60697819,549534.616621163,"10",,1958882.60697819,549534.616621163
1958864.5529372,549549.170576786,"11",,1958864.5529372,549549.170576786
1958876.23061139,549546.692352216,"12",,1958876.23061139,549546.692352216
1958874.2691046,549551.10208873,"13",,1958874.2691046,549551.10208873
1958867.04463833,549549.749016603,"14",,1958867.04463833,549549.749016603
1958871.75703079,549543.306023813,"15",,1958871.75703079,549543.306023813
1958873.85057977,549523.001608721,"16",,1958873.85057977,549523.001608721
1958905.01573639,549492.559334943,"17",,1958905.01573639,549492.559334943
1958883.90285416,549548.949269386,"18",,1958883.90285416,549548.949269386
1958862.7924261,549546.283393019,"19",,1958862.7924261,549546.283393019
1962358.57262458,541249.312669593,"0",,1962358.57262458,541249.312669593
1962372.53534968,541225.933614582,"1",,1962372.53534968,541225.933614582
1962383.92320422,541241.679942711,"2",,1962383.92320422,541241.679942711
1962385.86140272,541223.355698963,"3",,1962385.86140272,541223.355698963
1962376.63662367,541222.146019603,"4",,1962376.63662367,541222.146019603
1962389.01456168,541198.943779411,"5",,1962389.01456168,541198.943779411
1962380.61885263,541193.883668949,"6",,1962380.61885263,541193.883668949
1962374.48231341,541244.009011445,"7",,1962374.48231341,541244.009011445
1962372.15915728,541231.272322941,"8",,1962372.15915728,541231.272322941
1962372.20043319,541254.881718038,"9",,1962372.20043319,541254.881718038
