X,Y,X,Y,id,OBJECTID,xcoord,ycoord
-118.511144570317,34.0207284483177,1952789.564827020047233,557882.488623481942341,"9",,1952789.564827020047233,557882.488623481942341
-118.511057639126,34.0206885262502,1952797.571398969972506,557878.019576473045163,"10",,1952797.571398969972506,557878.019576473045163
-118.511184946627,34.0209511680381,1952785.961251670029014,557907.212022689054720,"11",,1952785.961251670029014,557907.212022689054720
-118.51083102628,34.0206852636696,1952818.499849759973586,557877.551292496966198,"12",,1952818.499849759973586,557877.551292496966198
-118.510962246284,34.0207203173758,1952806.399945349898189,557881.501107988995500,"13",,1952806.399945349898189,557881.501107988995500
-118.511029931423,34.0208723841641,1952800.234206009889022,557898.400385263026692,"14",,1952800.234206009889022,557898.400385263026692
-118.511095212419,34.0208459674757,1952794.189872989896685,557895.500859102001414,"15",,1952794.189872989896685,557895.500859102001414
-118.510845879111,34.020734461926,1952817.155755339888856,557883.015415336005390,"16",,1952817.155755339888856,557883.015415336005390
-118.511232988283,34.0208867300579,1952781.487715669907629,557900.087023715954274,"17",,1952781.487715669907629,557900.087023715954274
-118.511316792047,34.020904487272,1952773.757516920100898,557902.096053514047526,"18",,1952773.757516920100898,557902.096053514047526
-118.511037345813,34.0206720708638,1952799.436438830103725,557876.184788641985506,"19",,1952799.436438830103725,557876.184788641985506
-118.512407489787,34.021161307045,1952673.164581520017236,557931.095913231023587,"0",,1952673.164581520017236,557931.095913231023587
-118.512541118286,34.021236447755,1952660.865030579967424,557939.493567771976814,"1",,1952660.865030579967424,557939.493567771976814
-118.512452218099,34.0212310343172,1952669.072864610003307,557938.851235901005566,"2",,1952669.072864610003307,557938.851235901005566
-118.512487095526,34.0212060672169,1952665.837436229921877,557936.098268151050434,"3",,1952665.837436229921877,557936.098268151050434
-118.512477689107,34.0210909151211,1952666.641099170083180,557923.320981428027153,"4",,1952666.641099170083180,557923.320981428027153
-118.512189452906,34.0209731358867,1952693.196311149979010,557910.121025225031190,"5",,1952693.196311149979010,557910.121025225031190
-118.512338363531,34.0210844616206,1952679.505699299974367,557922.539549194043502,"6",,1952679.505699299974367,557922.539549194043502
-118.512573975789,34.0212275628546,1952657.825258550001308,557938.523515193955973,"7",,1952657.825258550001308,557938.523515193955973
-118.512296664329,34.0210534642217,1952683.339555539889261,557919.081637369003147,"8",,1952683.339555539889261,557919.081637369003147
-118.512359247547,34.0210985375911,1952677.584789220010862,557924.110710487002507,"9",,1952677.584789220010862,557924.110710487002507
-118.512197006028,34.0209229329777,1952692.470320550026372,557904.555991800036281,"10",,1952692.470320550026372,557904.555991800036281
-118.51207075871,34.0208731161708,1952704.102521379943937,557898.970820500049740,"11",,1952704.102521379943937,557898.970820500049740
-118.512498540377,34.0211439048803,1952664.745223749894649,557929.208510517957620,"12",,1952664.745223749894649,557929.208510517957620
-118.512285994417,34.0210044673683,1952684.297340830089524,557913.641804205952212,"13",,1952684.297340830089524,557913.641804205952212
-118.512334471777,34.0210138308033,1952679.825212829979137,557914.703232169966213,"14",,1952679.825212829979137,557914.703232169966213
-118.512054885199,34.0208989940763,1952705.583241109969094,557901.833771056029946,"15",,1952705.583241109969094,557901.833771056029946
-118.512450995694,34.0211301803337,1952669.128733879886568,557927.663772896048613,"16",,1952669.128733879886568,557927.663772896048613
-118.512555542146,34.0211808117825,1952659.501362219918519,557933.329128638957627,"17",,1952659.501362219918519,557933.329128638957627
-118.512364549753,34.02111646307,1952677.105207379907370,557926.101529940962791,"18",,1952677.105207379907370,557926.101529940962791
-118.512301734647,34.0210964571148,1952682.895561219891533,557923.852865649037994,"19",,1952682.895561219891533,557923.852865649037994
-118.444561153362,33.944995406766,1958902.158858279930428,549452.772986227995716,"0",,1958902.158858279930428,549452.772986227995716
-118.444727386909,33.9458169506737,1958887.194543190067634,549543.968716942006722,"1",,1958887.194543190067634,549543.968716942006722
-118.444827189466,33.9453574873356,1958877.742818709928542,549493.044694875017740,"2",,1958877.742818709928542,549493.044694875017740
-118.444445787792,33.9451886353829,1958912.918629609979689,549474.159236427047290,"3",,1958912.918629609979689,549474.159236427047290
-118.444574385374,33.9451587521601,1958901.015758849913254,549470.897085797041655,"4",,1958901.015758849913254,549470.897085797041655
-118.444881106405,33.9458262293709,1958872.988598600029945,549545.060818042024039,"5",,1958872.988598600029945,549545.060818042024039
-118.444640596875,33.9452503581895,1958894.939779789885506,549481.085335370036773,"6",,1958894.939779789885506,549481.085335370036773
-118.444691792778,33.9451635655205,1958890.164383680094033,549471.479007542948239,"7",,1958890.164383680094033,549471.479007542948239
-118.44475819815,33.9457711985072,1958884.323762469924986,549538.906372486031614,"8",,1958884.323762469924986,549538.906372486031614
-118.444938555768,33.945718508686,1958867.624838660005480,549533.135671944008209,"9",,1958867.624838660005480,549533.135671944008209
-118.444775564727,33.945918047777,1958882.790396600030363,549555.202372177969664,"10",,1958882.790396600030363,549555.202372177969664
-118.444747670846,33.9449757478032,1958884.906551880063489,549450.668640268035233,"11",,1958884.906551880063489,549450.668640268035233
-118.444913053848,33.9458093773823,1958870.026964240008965,549543.204624401987530,"12",,1958870.026964240008965,549543.204624401987530
-118.444532677248,33.9455059892046,1958905.041808919981122,549509.396454508998431,"13",,1958905.041808919981122,549509.396454508998431
-118.444693422258,33.9451254626836,1958889.995047949953005,549467.253209788003005,"14",,1958889.995047949953005,549467.253209788003005
-118.444799081141,33.9451324680361,1958880.230838430114090,549468.073479583021253,"15",,1958880.230838430114090,549468.073479583021253
-118.44475398523,33.945551229668,1958884.605262900004163,549514.505143670015968,"16",,1958884.605262900004163,549514.505143670015968
-118.444825817086,33.9451833243981,1958877.784195299958810,549473.725534945959225,"17",,1958877.784195299958810,549473.725534945959225
-118.444636309834,33.9457502628184,1958895.581383090000600,549536.534281702945009,"18",,1958895.581383090000600,549536.534281702945009
-118.444818020495,33.9456625202475,1958878.740174409933388,549526.875973928952590,"19",,1958878.740174409933388,549526.875973928952590
-118.404339522262,33.86714512789,1962585.724369260016829,540801.675052340957336,"0",,1962585.724369260016829,540801.675052340957336
-118.404251338324,33.8671481637501,1962593.885500639909878,540801.978980547050014,"1",,1962593.885500639909878,540801.978980547050014
-118.404497145678,33.8671463867721,1962571.139826880069450,540801.873373885056935,"2",,1962571.139826880069450,540801.873373885056935
-118.404274066801,33.8672571675639,1962591.831034640083089,540814.078528415993787,"3",,1962591.831034640083089,540814.078528415993787
-118.404502809863,33.8671210504179,1962570.604402570053935,540799.065084808040410,"4",,1962570.604402570053935,540799.065084808040410
-118.404229632372,33.8669242721268,1962595.794106990098953,540777.136049994034693,"5",,1962595.794106990098953,540777.136049994034693
-118.404347382201,33.8671849958238,1962585.014868210069835,540806.100270561990328,"6",,1962585.014868210069835,540806.100270561990328
-118.404373976867,33.8671905849474,1962582.556523639941588,540806.730135528952815,"7",,1962582.556523639941588,540806.730135528952815
-118.404286486188,33.8669106070331,1962590.527237300062552,540775.641427173046395,"8",,1962590.527237300062552,540775.641427173046395
-118.404255208419,33.8672438763192,1962593.570094119990245,540812.597198300994933,"9",,1962593.570094119990245,540812.597198300994933
-118.404527835459,33.8673135369753,1962568.374678540043533,540820.425695043057203,"10",,1962568.374678540043533,540820.425695043057203
-118.404441364829,33.8672438450161,1962576.344800170045346,540812.663018436986022,"11",,1962576.344800170045346,540812.663018436986022
-118.404387346439,33.867144156365,1962581.298700989922509,540801.585089470027015,"12",,1962581.298700989922509,540801.585089470027015
-118.404229336455,33.86688018792,1962595.801823440007865,540772.245963203022256,"13",,1962595.801823440007865,540772.245963203022256
-118.404347369509,33.8670951053409,1962584.975932359928265,540796.129294728976674,"14",,1962584.975932359928265,540796.129294728976674
-118.404344148509,33.8668772658052,1962585.176773909945041,540771.964561647968367,"15",,1962585.176773909945041,540771.964561647968367
-118.404249056042,33.8671890800997,1962594.114936230005696,540806.516717817983590,"16",,1962594.114936230005696,540806.516717817983590
-118.404521052274,33.8672926635037,1962568.993016360094771,540818.107809628010727,"17",,1962568.993016360094771,540818.107809628010727
-118.404325251764,33.8669697379368,1962586.966580499894917,540782.214864964014851,"18",,1962586.966580499894917,540782.214864964014851
-118.404462525118,33.8672921456832,1962574.408371340017766,540818.028578052995726,"19",,1962574.408371340017766,540818.028578052995726
-118.404784444394,33.8673450658929,1962544.644444250036031,540824.018583595985547,"0",,1962544.644444250036031,540824.018583595985547
-118.405073849788,33.8676274199124,1962517.991659040097147,540855.446169647970237,"1",,1962517.991659040097147,540855.446169647970237
-118.404746908395,33.8677568850223,1962548.301632389891893,540869.685032738023438,"2",,1962548.301632389891893,540869.685032738023438
-118.404951036768,33.8673562183646,1962529.234451229916885,540825.317744957981631,"3",,1962529.234451229916885,540825.317744957981631
-118.405083309988,33.8678231838206,1962517.203810530016199,540877.164522245991975,"4",,1962517.203810530016199,540877.164522245991975
-118.405092529284,33.8679276090767,1962516.397425429895520,540888.751178632024676,"5",,1962516.397425429895520,540888.751178632024676
-118.40485952953,33.8675772225302,1962537.800455899909139,540849.798201031982899,"6",,1962537.800455899909139,540849.798201031982899
-118.404707044354,33.8666844282281,1962551.511308500077575,540750.709472659043968,"7",,1962551.511308500077575,540750.709472659043968
-118.405033332927,33.8674603294867,1962521.666032030014321,540836.896800730028190,"8",,1962521.666032030014321,540836.896800730028190
-118.404910381371,33.8680423897074,1962533.302944310009480,540901.415142507990822,"9",,1962533.302944310009480,540901.415142507990822
-118.404979646749,33.8680576835824,1962526.900630469899625,540903.137413379037753,"10",,1962526.900630469899625,540903.137413379037753
-118.404692885845,33.8674466787738,1962553.161837999941781,540835.255730798002332,"11",,1962553.161837999941781,540835.255730798002332
-118.404815694342,33.8679148238381,1962542.007379649905488,540887.229795868042856,"12",,1962542.007379649905488,540887.229795868042856
-118.404720875694,33.8669424423316,1962550.346704799914733,540779.334465555963106,"13",,1962550.346704799914733,540779.334465555963106
-118.404869624735,33.8672841975231,1962536.735417620046064,540817.298592337989248,"14",,1962536.735417620046064,540817.298592337989248
-118.404772757542,33.8680750437544,1962546.051909680012614,540904.985955514945090,"15",,1962546.051909680012614,540904.985955514945090
-118.404800330221,33.8678860318394,1962543.416167390067130,540884.030360189033672,"16",,1962543.416167390067130,540884.030360189033672
-118.404770725631,33.8666913656231,1962545.621861780062318,540751.502720064017922,"17",,1962545.621861780062318,540751.502720064017922
-118.404717779642,33.8673208751111,1962550.802203489933163,540821.310417294036597,"18",,1962550.802203489933163,540821.310417294036597
-118.40466203317,33.8668122226745,1962555.733343990053982,540764.868117796024308,"19",,1962555.733343990053982,540764.868117796024308
-118.433796380493,33.9248784113204,1959887.681202020030469,547216.993371424032375,"0",,1959887.681202020030469,547216.993371424032375
-118.433802796371,33.9249909682774,1959887.141824539983645,547229.481064509949647,"1",,1959887.141824539983645,547229.481064509949647
-118.433652949651,33.9245731033312,1959900.797789369942620,547183.070525640971027,"2",,1959900.797789369942620,547183.070525640971027
-118.433822084665,33.9248919712858,1959885.310893039917573,547218.507738578016870,"3",,1959885.310893039917573,547218.507738578016870
-118.43381637617,33.9247786791443,1959885.784506849944592,547205.938778860028833,"4",,1959885.784506849944592,547205.938778860028833
-118.433810440391,33.9247275066232,1959886.308876700000837,547200.260210662032478,"5",,1959886.308876700000837,547200.260210662032478
-118.433652557009,33.924720385023,1959900.904577709967270,547199.407267046975903,"6",,1959900.904577709967270,547199.407267046975903
-118.433637704498,33.924598501022,1959902.219629439990968,547185.881627056980506,"7",,1959902.219629439990968,547185.881627056980506
-118.433763381527,33.9246762360832,1959890.635758569929749,547194.554359741974622,"8",,1959890.635758569929749,547194.554359741974622
-118.433797339391,33.9249308942857,1959887.617659179959446,547222.815311523969285,"9",,1959887.617659179959446,547222.815311523969285
-118.433716243619,33.9246681985423,1959894.990647070109844,547193.644004703965038,"10",,1959894.990647070109844,547193.644004703965038
-118.433770703268,33.9247250809576,1959889.982114919926971,547199.975291686016135,"11",,1959889.982114919926971,547199.975291686016135
-118.433788506113,33.9250223940157,1959888.478250789921731,547232.961192692047916,"12",,1959888.478250789921731,547232.961192692047916
-118.433778016528,33.9250700499194,1959889.471007159911096,547238.243133030948229,"13",,1959889.471007159911096,547238.243133030948229
-118.433806732968,33.9250700661263,1959886.815683349967003,547238.256390225025825,"14",,1959886.815683349967003,547238.256390225025825
-118.433819232655,33.924751536229,1959885.507380249910057,547202.929150645970367,"15",,1959885.507380249910057,547202.929150645970367
-118.433635928202,33.924662008142,1959902.414269800065085,547192.925306222983636,"16",,1959902.414269800065085,547192.925306222983636
-118.433686674248,33.9248422588046,1959897.808162919944152,547212.939459207002074,"17",,1959897.808162919944152,547212.939459207002074
-118.433844826427,33.9248199088825,1959883.173518599942327,547210.523451167042367,"18",,1959883.173518599942327,547210.523451167042367
-118.433689214247,33.9245839535269,1959897.449673139955848,547184.288527425029315,"19",,1959897.449673139955848,547184.288527425029315
-118.511133649952,34.0208373392248,1952790.634866859996691,557894.561851575970650,"0",,1952790.634866859996691,557894.561851575970650
-118.51122089967,34.0207997393574,1952782.555159569950774,557890.432194713037461,"1",,1952782.555159569950774,557890.432194713037461
-118.511179485249,34.020778416973,1952786.368222249904647,557888.047627547988668,"2",,1952786.368222249904647,557888.047627547988668
-118.511111190211,34.0208517431742,1952792.717401500092819,557896.149012785055675,"3",,1952792.717401500092819,557896.149012785055675
-118.511309564417,34.0209386273765,1952774.444332760060206,557905.879533775965683,"4",,1952774.444332760060206,557905.879533775965683
-118.511203419301,34.0208921730955,1952784.221813660115004,557900.676884482032619,"5",,1952784.221813660115004,557900.676884482032619
-118.511214107657,34.0209209021853,1952783.250831200042740,557903.868582649971358,"6",,1952783.250831200042740,557903.868582649971358
-118.511125198042,34.020866127213,1952791.431733679957688,557897.751092644990422,"7",,1952791.431733679957688,557897.751092644990422
-118.51120877518,34.0208343757414,1952783.694532909896225,557894.268423542962410,"8",,1952783.694532909896225,557894.268423542962410
-118.511199606742,34.0209362212364,1952784.598794670077041,557905.560985220014118,"9",,1952784.598794670077041,557905.560985220014118
-118.511341070636,34.0209675481841,1952771.550700909923762,557909.102279820945114,"10",,1952771.550700909923762,557909.102279820945114
-118.511074281202,34.0208627588397,1952796.132576900068671,557897.353554839966819,"11",,1952796.132576900068671,557897.353554839966819
-118.511219453075,34.0207554969097,1952782.663809889927506,557885.524070714949630,"12",,1952782.663809889927506,557885.524070714949630
-118.511363476295,34.0209252538534,1952769.457422130042687,557904.421451417030767,"13",,1952769.457422130042687,557904.421451417030767
-118.511239957041,34.0208591786439,1952780.828529079910368,557897.034249603981152,"14",,1952780.828529079910368,557897.034249603981152
-118.511298486683,34.0209204862399,1952775.457249430008233,557903.862084768014029,"15",,1952775.457249430008233,557903.862084768014029
-118.511320674326,34.0209883177103,1952773.446246600011364,557911.396486370009370,"16",,1952773.446246600011364,557911.396486370009370
-118.511180928065,34.020696649907,1952786.188837090041488,557878.978568878024817,"17",,1952786.188837090041488,557878.978568878024817
-118.511124136315,34.0207622405896,1952791.471200129948556,557886.227320236037485,"18",,1952791.471200129948556,557886.227320236037485
-118.511257581537,34.0207925266488,1952779.163104539969936,557889.649381113005802,"19",,1952779.163104539969936,557889.649381113005802
-118.511963146763,34.0206764015468,1952713.930557349929586,557877.100285321008414,"0",,1952713.930557349929586,557877.100285321008414
-118.512284876762,34.0208292368187,1952684.301507629919797,557894.204420911963098,"1",,1952684.301507629919797,557894.204420911963098
-118.512182722757,34.0208259572077,1952693.734729049960151,557893.792559562018141,"2",,1952693.734729049960151,557893.792559562018141
-118.512025591378,34.0207027110205,1952708.177947609918192,557880.047952529974282,"3",,1952708.177947609918192,557880.047952529974282
-118.511981072314,34.0206377174023,1952712.253071540035307,557872.817809905041941,"4",,1952712.253071540035307,557872.817809905041941
-118.51207334373,34.0208017737054,1952703.823451190022752,557891.058614564943127,"5",,1952703.823451190022752,557891.058614564943127
-118.512166014878,34.0208981786882,1952695.318708909908310,557901.795620455988683,"6",,1952695.318708909908310,557901.795620455988683
-118.512114130888,34.0208486861511,1952700.082807250088081,557896.281411655014381,"7",,1952700.082807250088081,557896.281411655014381
-118.511961055494,34.0206983295282,1952714.136098430026323,557879.531588910962455,"8",,1952714.136098430026323,557879.531588910962455
-118.51203431061,34.020837661709,1952707.448879689909518,557895.021004733047448,"9",,1952707.448879689909518,557895.021004733047448
-118.512066764062,34.0208513096722,1952704.459149610018358,557896.550128645030782,"10",,1952704.459149610018358,557896.550128645030782
-118.511996863922,34.0207013816191,1952710.830505310092121,557879.886977661051787,"11",,1952710.830505310092121,557879.886977661051787
-118.511893791677,34.0206397681799,1952720.315600249916315,557873.004228158970363,"12",,1952720.315600249916315,557873.004228158970363
-118.511846768918,34.0206081576686,1952724.640837810002267,557869.475821878993884,"13",,1952724.640837810002267,557869.475821878993884
-118.512306734126,34.0208717525764,1952682.306769389891997,557898.930626836954616,"14",,1952682.306769389891997,557898.930626836954616
-118.512250608345,34.0208107449352,1952687.456129560014233,557892.137140712002292,"15",,1952687.456129560014233,557892.137140712002292
-118.512241631581,34.0209756088493,1952688.378427830059081,557910.419888659962453,"16",,1952688.378427830059081,557910.419888659962453
-118.512215893702,34.0208693915304,1952690.695568759925663,557898.625976979965344,"17",,1952690.695568759925663,557898.625976979965344
-118.512258625257,34.0209236000352,1952686.779472860042006,557904.658985298010521,"18",,1952686.779472860042006,557904.658985298010521
-118.512025445621,34.0208000223481,1952708.246393939945847,557890.841814722050913,"19",,1952708.246393939945847,557890.841814722050913
-118.681590293965,34.0318097589789,1937055.369326980086043,559205.034647344029509,"0",,1937055.369326980086043,559205.034647344029509
-118.681461738124,34.0319260093105,1937067.328653879929334,559217.848690827959217,"1",,1937067.328653879929334,559217.848690827959217
-118.681874211288,34.0315325989052,1937028.941509250085801,559174.469757257029414,"2",,1937028.941509250085801,559174.469757257029414
-118.681706634246,34.0317559016918,1937044.584990980103612,559199.133632665965706,"3",,1937044.584990980103612,559199.133632665965706
-118.681733015126,34.0315692998823,1937042.008380010025576,559178.452199658961035,"4",,1937042.008380010025576,559178.452199658961035
-118.681537404359,34.0319840352625,1937060.384660430019721,559224.332331925048493,"5",,1937060.384660430019721,559224.332331925048493
-118.681492709102,34.0318366708871,1937064.401356470072642,559207.958624009042978,"6",,1937064.401356470072642,559207.958624009042978
-118.681973046552,34.0314666733568,1937019.764602679992095,559167.219188106944785,"7",,1937019.764602679992095,559167.219188106944785
-118.681785921141,34.0314242637975,1937037.013468740042299,559162.397870798944496,"8",,1937037.013468740042299,559162.397870798944496
-118.681864965147,34.0313093634897,1937029.627403399907053,559149.702592652989551,"9",,1937029.627403399907053,559149.702592652989551
-118.681518909201,34.0317298753446,1937061.901506549911574,559196.129219320020638,"10",,1937061.901506549911574,559196.129219320020638
-118.68161240924,34.0318731516806,1937053.374702390050516,559212.080043175024912,"11",,1937053.374702390050516,559212.080043175024912
-118.682007549148,34.0313716731229,1937016.506837700027972,559156.703338386956602,"12",,1937016.506837700027972,559156.703338386956602
-118.681518799981,34.031910014315,1937062.047069649910554,559216.110246184980497,"13",,1937062.047069649910554,559216.110246184980497
-118.68163095806,34.0318427824053,1937051.638909250032157,559208.723085570964031,"14",,1937051.638909250032157,559208.723085570964031
-118.681768873742,34.0315167521871,1937038.657356460113078,559172.646046168985777,"15",,1937038.657356460113078,559172.646046168985777
-118.681747805507,34.0316910467817,1937040.734103250084445,559191.965684131952003,"16",,1937040.734103250084445,559191.965684131952003
-118.681785443189,34.031657856533,1937037.233353389892727,559188.307782143005170,"17",,1937037.233353389892727,559188.307782143005170
-118.681558124091,34.0318426309565,1937058.364881709916517,559208.660677178995684,"18",,1937058.364881709916517,559208.660677178995684
-118.68148247187,34.0319938049496,1937065.464915779884905,559225.381594837992452,"19",,1937065.464915779884905,559225.381594837992452
-118.832647459562,34.0227808944799,1923097.285786269931123,558308.635473856003955,"0",,1923097.285786269931123,558308.635473856003955
-118.833893367947,34.0233969133674,1922982.784100200049579,558377.917741162003949,"1",,1922982.784100200049579,558377.917741162003949
-118.832413267805,34.0226203588599,1923118.767607310088351,558290.649834666051902,"2",,1923118.767607310088351,558290.649834666051902
-118.832445883474,34.0225004939069,1923115.645201009931043,558277.379450798034668,"3",,1923115.645201009931043,558277.379450798034668
-118.831891396515,34.0223847224159,1923166.749936999985948,558264.114182556048036,"4",,1923166.749936999985948,558264.114182556048036
-118.833799750194,34.0233017430001,1922991.342738310107961,558367.289789962000214,"5",,1922991.342738310107961,558367.289789962000214
-118.833630411874,34.0233235644497,1923007.002320110099390,558369.580486946040764,"6",,1923007.002320110099390,558369.580486946040764
-118.833433588294,34.0230714971214,1923024.948440029984340,558341.470627669943497,"7",,1923024.948440029984340,558341.470627669943497
-118.833346549383,34.0231638583091,1923033.072014590026811,558351.648610012955032,"8",,1923033.072014590026811,558351.648610012955032
-118.832083027078,34.022456348503,1923149.117165809962898,558272.205390596995130,"9",,1923149.117165809962898,558272.205390596995130
-118.833415476778,34.0230995739171,1923026.646984109887853,558344.571014940971509,"10",,1923026.646984109887853,558344.571014940971509
-118.834040426459,34.0234720915567,1922969.271487189922482,558386.369136041961610,"11",,1922969.271487189922482,558386.369136041961610
-118.832236682493,34.0223497868559,1923134.828067679889500,558260.503141495981254,"12",,1923134.828067679889500,558260.503141495981254
-118.83205641686,34.0224521995007,1923151.571010049898177,558271.724841639050283,"13",,1923151.571010049898177,558271.724841639050283
-118.833807062546,34.0233918456217,1922990.750299609964713,558377.289505866006948,"14",,1922990.750299609964713,558377.289505866006948
-118.832191573826,34.0224610097849,1923139.096337659982964,558272.805412153946236,"15",,1923139.096337659982964,558272.805412153946236
-118.832220451963,34.0224773169345,1923136.444200549973175,558274.636271259980276,"16",,1923136.444200549973175,558274.636271259980276
-118.832227533664,34.0225350680384,1923135.843189609935507,558281.047395842033438,"17",,1923135.843189609935507,558281.047395842033438
-118.832522763565,34.0227845392362,1923108.805702940095216,558308.944353073951788,"18",,1923108.805702940095216,558308.944353073951788
-118.832122832668,34.0223518146731,1923145.344830899965018,558260.641010505962186,"19",,1923145.344830899965018,558260.641010505962186
-118.832999428106,34.0227530654873,1923064.753390159923583,558305.818041626946069,"0",,1923064.753390159923583,558305.818041626946069
-118.834014228031,34.0234680896156,1922971.687396209919825,558385.905167049029842,"1",,1922971.687396209919825,558385.905167049029842
-118.83325939919,34.0229164662208,1923040.893441260093823,558324.141339118010364,"2",,1923040.893441260093823,558324.141339118010364
-118.834169640941,34.023493284664,1922957.357213190058246,558388.818889930960722,"3",,1922957.357213190058246,558388.818889930960722
-118.833122870809,34.0227291711143,1923053.330601599998772,558303.262185500003397,"4",,1923053.330601599998772,558303.262185500003397
-118.83409706592,34.0235274892166,1922964.091461289906874,558392.557208732003346,"5",,1922964.091461289906874,558392.557208732003346
-118.833634757929,34.0231592942948,1923006.449816660024226,558351.363095924025401,"6",,1923006.449816660024226,558351.363095924025401
-118.833509886017,34.0229832643255,1923017.820668260101229,558331.742344107013196,"7",,1923017.820668260101229,558331.742344107013196
-118.833857080173,34.0233005925239,1922986.046879040077329,558367.206103579956107,"8",,1922986.046879040077329,558367.206103579956107
-118.833174184346,34.0228767531854,1923048.727116179885343,558319.671159276971593,"9",,1923048.727116179885343,558319.671159276971593
-118.833324583767,34.0229548821553,1923034.908515620045364,558328.452314874972217,"10",,1923034.908515620045364,558328.452314874972217
-118.83318366815,34.0227730127123,1923047.755837830016389,558308.171605044975877,"11",,1923047.755837830016389,558308.171605044975877
-118.833438633748,34.0230286017573,1923024.443006539950147,558336.716570334974676,"12",,1923024.443006539950147,558336.716570334974676
-118.832919283452,34.0226536289326,1923072.063929169904441,558294.727274512988515,"13",,1923072.063929169904441,558294.727274512988515
-118.833990470324,34.0233572937171,1922973.779604559997097,558373.597565375035629,"14",,1922973.779604559997097,558373.597565375035629
-118.833341073128,34.022980829658,1923033.409469669917598,558331.343018068000674,"15",,1923033.409469669917598,558331.343018068000674
-118.833077383607,34.0227502641477,1923057.551063939929008,558305.566988834994845,"16",,1923057.551063939929008,558305.566988834994845
-118.833202197308,34.0229058754879,1923046.166698120068759,558322.922828841023147,"17",,1923046.166698120068759,558322.922828841023147
-118.833862266033,34.0233267113361,1922985.591964760096744,558370.107155509991571,"18",,1922985.591964760096744,558370.107155509991571
-118.833556219097,34.0231850303852,1923013.727079950040206,558354.157567330985330,"19",,1923013.727079950040206,558354.157567330985330
-118.68048424582,34.0324084148768,1937157.960480160079896,559270.745774731040001,"0",,1937157.960480160079896,559270.745774731040001
-118.680542405247,34.0321048302207,1937152.361607959959656,559237.108389544999227,"1",,1937152.361607959959656,559237.108389544999227
-118.680542455259,34.0322760364023,1937152.485563779948279,559256.098688006051816,"2",,1937152.485563779948279,559256.098688006051816
-118.680141810324,34.0324879298738,1937189.643252880079672,559279.351581168011762,"3",,1937189.643252880079672,559279.351581168011762
-118.680652494252,34.0322749681157,1937142.322909619892016,559256.048999927006662,"4",,1937142.322909619892016,559256.048999927006662
-118.680627494762,34.0321468528447,1937144.535330520011485,559241.822763144969940,"5",,1937144.535330520011485,559241.822763144969940
-118.680643156599,34.0320492981704,1937143.015719590010121,559231.011748336954042,"6",,1937143.015719590010121,559231.011748336954042
-118.68044690161,34.0321580595579,1937161.221139709930867,559242.952902804012410,"7",,1937161.221139709930867,559242.952902804012410
-118.680038852041,34.0324335148611,1937199.110358319943771,559273.251512108021416,"8",,1937199.110358319943771,559273.251512108021416
-118.680571991828,34.032182651003,1937149.687793910037726,559245.758805230027065,"9",,1937149.687793910037726,559245.758805230027065
-118.68064053019,34.0322446347639,1937143.404980320017785,559252.676929248962551,"10",,1937143.404980320017785,559252.676929248962551
-118.680378663034,34.0323764181366,1937167.686772440094501,559267.130677709006704,"11",,1937167.686772440094501,559267.130677709006704
-118.680196779256,34.0326241563847,1937184.669262229930609,559294.496237533981912,"12",,1937184.669262229930609,559294.496237533981912
-118.680444752334,34.0322000727723,1937161.451167820021510,559247.611683969967999,"13",,1937161.451167820021510,559247.611683969967999
-118.68058631445,34.0323050454846,1937148.457053760066628,559259.343812086037360,"14",,1937148.457053760066628,559259.343812086037360
-118.680369864297,34.0322106834267,1937168.374881169991568,559248.741808544960804,"15",,1937168.374881169991568,559248.741808544960804
-118.680059213599,34.032525264813,1937197.298872570041567,559283.441180167952552,"16",,1937197.298872570041567,559283.441180167952552
-118.680264136561,34.0325003314199,1937178.356040020007640,559280.803611646057107,"17",,1937178.356040020007640,559280.803611646057107
-118.680183873136,34.0323823375703,1937185.679600100032985,559267.665519703994505,"18",,1937185.679600100032985,559267.665519703994505
-118.680662600151,34.0321952530295,1937141.329776870086789,559247.213286292972043,"19",,1937141.329776870086789,559247.213286292972043
-118.83403839686,34.0234543877798,1922969.442639529937878,558384.403891365043819,"0",,1922969.442639529937878,558384.403891365043819
-118.833385565233,34.0230257225843,1923029.341601229971275,558336.356576198944822,"1",,1923029.341601229971275,558336.356576198944822
-118.833062435068,34.0227727061517,1923058.952299880096689,558308.044796411995776,"2",,1923058.952299880096689,558308.044796411995776
-118.833406344352,34.0229562361835,1923027.358601510059088,558328.665109280031174,"3",,1923027.358601510059088,558328.665109280031174
-118.833844907,34.0233284290506,1922987.196765690110624,558370.284382999991067,"4",,1922987.196765690110624,558370.284382999991067
-118.834109102463,34.0235530437293,1922963.003332179971039,558395.400920441024937,"5",,1922963.003332179971039,558395.400920441024937
-118.833507047348,34.0230868886012,1923018.178151299944147,558343.234095760970376,"6",,1923018.178151299944147,558343.234095760970376
-118.83326488722,34.0228547329274,1923040.329818229889497,558317.298130905022845,"7",,1923040.329818229889497,558317.298130905022845
-118.833208747407,34.0229036353709,1923045.559690830064937,558322.679371419944800,"8",,1923045.559690830064937,558322.679371419944800
-118.834085319381,34.0234892124376,1922965.141097619896755,558388.302575435955077,"9",,1922965.141097619896755,558388.302575435955077
